otu	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	chimera.uchime	chimera.slayer	RDP_Domain	RDP_Domain_conf	RDP_Phylum	RDP_Phylum_conf	RDP_Class	RDP_Class_conf	RDP_Order	RDP_Order_conf	RDP_Family	RDP_Family_conf	RDP_Genus	RDP_Genus_conf	SILVA_Taxonomy	evalue	match
1108	1	0	1	0	1	0	0	0	0	3	0	0	0	0	2	0	2	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	96	Alphaproteobacteria	89	Rhodospirillales	49	Rhodospirillaceae	48	Telmatospirillum	44	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured alpha proteobacterium	9e-126	8979
1109	0	0	0	0	1	0	0	2	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	97	Alphaproteobacteria	61	Caulobacterales	43	Hyphomonadaceae	43	Litorimonas	28	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;uncultured Rickettsiales bacterium	8e-117	22577
1110	3	2	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	2	0	4	1	0	0	1	0	0	0	3	0	1	0	0	0	1	2	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	1	0	N	N	Bacteria	100	Proteobacteria	100	Deltaproteobacteria	100	Myxococcales	100	Kofleriaceae	81	Kofleria	81	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystineae;Haliangiaceae;Haliangium;uncultured delta proteobacterium	1e-137	88330
1111	1	1	0	3	0	1	1	2	0	2	1	0	1	1	0	5	1	0	0	0	0	0	4	0	0	1	1	1	1	1	0	1	0	0	0	1	2	1	0	0	0	1	0	0	0	1	2	0	2	0	2	0	1	1	0	1	0	3	0	3	N	N	Bacteria	100	Proteobacteria	99	Gammaproteobacteria	99	Gammaproteobacteria_incertae_sedis	71	Thiohalophilus	39	Thiohalophilus	39	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured bacterium	4e-140	87631
1112	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	1	3	1	3	0	1	0	0	0	2	0	0	0	1	3	2	0	2	1	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Salinisphaerales	100	Salinisphaeraceae	100	Salinisphaera	100	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera;Salinisphaera sp. C1	4e-140	84019
1114	0	0	0	0	0	2	2	1	0	0	0	1	0	5	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	N	N	Bacteria	99	Acidobacteria	92	Acidobacteria_Gp21	90	Gp21	90	Gp21	90	Gp21	90	Bacteria;Acidobacteria;Acidobacteria;BPC102;uncultured Acidobacteria bacterium	1e-109	20266
1115	0	0	1	3	0	6	5	9	0	1	0	2	0	3	0	2	0	0	0	0	0	1	0	1	0	1	3	2	1	5	0	3	0	0	0	0	0	2	1	2	0	1	0	1	0	1	1	3	1	1	0	0	0	0	1	6	0	2	1	1	N	N	Bacteria	98	Deinococcus-Thermus	21	Deinococci	21	Thermales	21	Thermaceae	21	Marinithermus	19	Bacteria;Chloroflexi;SAR202 clade;marine metagenome	4e-128	250
1116	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Betaproteobacteria	100	Burkholderiales	98	Alcaligenaceae	98	Castellaniella	66	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;uncultured bacterium	4e-140	44103
1117	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	100	Firmicutes	27	Clostridia	24	Thermoanaerobacterales	13	Thermoanaerobacteraceae	12	Thermacetogenium	12	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured Gemmatimonadetes bacterium	8e-120	106079
1120	1	0	6	0	1	0	4	0	1	0	1	0	1	0	3	0	2	0	3	0	1	0	4	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	4	0	2	0	0	0	1	0	0	0	1	2	1	0	0	0	4	0	10	0	2	0	N	N	Bacteria	99	Firmicutes	47	Clostridia	45	Clostridiales	36	Eubacteriaceae	9	Garciella	9	Bacteria;Lentisphaerae;Lentisphaeria;LD1-PA26;uncultured bacterium AD45-G12	2e-130	43278
1121	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	8	3	0	1	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Verrucomicrobia	23	Opitutae	23	Puniceicoccales	22	Puniceicoccaceae	22	Puniceicoccus	20	Bacteria;TM6;uncultured bacterium	7e-09	178
1122	0	0	0	2	0	2	0	4	0	1	0	0	0	1	0	2	0	0	0	1	1	0	0	2	1	1	0	0	1	0	0	1	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	N	N	Archaea	19	Crenarchaeota	0	Thermoprotei	0	Thermoproteales	0	Thermofilaceae	0	Thermofilum	0	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Deep Sea Hydrothermal Vent Gp 6(DHVEG-6);Candidatus Parvarchaeum;unidentified archaeon	3e-70	114003
1123	0	3	0	4	0	1	2	1	0	0	0	11	1	7	0	4	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	1	0	1	0	2	0	4	0	0	0	0	0	6	0	0	1	0	0	6	0	0	1	2	2	0	N	N	Archaea	67	Euryarchaeota	62	Methanobacteria	36	Methanobacteriales	36	Methanobacteriaceae	36	Methanosphaera	36	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Deep Sea Hydrothermal Vent Gp 6(DHVEG-6);uncultured euryarchaeote	4e-60	34431
1125	0	0	0	0	0	0	9	1	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	N	N	Bacteria	100	Firmicutes	41	Bacilli	40	Bacillales	40	Pasteuriaceae	40	Pasteuria	40	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;uncultured bacterium	5e-109	47918
1126	0	0	1	0	1	0	1	0	2	0	0	0	0	0	2	0	0	0	4	0	3	0	0	0	0	0	8	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	78	Phycisphaerae	50	Phycisphaerales	50	Phycisphaeraceae	50	Phycisphaera	50	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;uncultured bacterium	8e-114	19994
1131	0	2	0	5	1	2	0	1	0	0	1	4	0	3	2	1	0	0	0	4	0	2	0	1	0	1	1	2	1	3	0	3	0	0	0	3	0	2	0	0	0	0	0	1	0	4	1	1	0	3	0	2	0	2	0	1	4	2	1	1	N	N	Bacteria	100	Proteobacteria	60	Alphaproteobacteria	31	Rhodobacterales	18	Rhodobacteraceae	18	Rubribacterium	13	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium	3e-104	92609
1132	2	0	1	0	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Proteobacteria	99	Alphaproteobacteria	99	Rhodospirillales	87	Acetobacteraceae	19	Craurococcus	17	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;uncultured bacterium	1e-106	34432
1138	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	0	2	0	8	0	4	0	0	0	1	0	0	0	0	0	1	0	10	0	0	1	N	N	Bacteria	100	Bacteroidetes	100	Sphingobacteria	99	Sphingobacteriales	99	Saprospiraceae	99	Lewinella	87	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae;uncultured;uncultured Bacteroidetes bacterium	4e-140	91612
1142	0	2	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	86	Gammaproteobacteria	52	Chromatiales	20	Ectothiorhodospiraceae	18	Arhodomonas	11	Bacteria;Proteobacteria;Deltaproteobacteria;GR-WP33-30;uncultured bacterium	2e-123	57322
1143	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	637	7	2	0	1	0	1	0	1	0	5	0	0	0	1	0	0	0	2	0	1	0	0	1	3	0	1	0	1	0	2	0	0	1	2	1	N	N	Bacteria	100	Cyanobacteria/Chloroplast	82	Cyanobacteria	60	Family IV	41	Family IV	41	GpIV	41	Bacteria;Cyanobacteria;Chloroplast;uncultured bacterium	4e-140	5996
1144	1	3	1	1	0	3	5	0	1	1	1	1	1	2	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	0	1	2	0	0	0	5	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	2	0	2	N	N	Bacteria	100	Acidobacteria	80	Acidobacteria_Gp6	80	Gp6	80	Gp6	80	Gp6	80	Bacteria;Acidobacteria;Acidobacteria;DA023;uncultured bacterium	2e-120	103875
1145	0	0	1	0	0	4	0	2	0	1	1	4	0	2	0	1	0	0	0	3	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	3	2	5	0	0	N	N	Bacteria	100	Firmicutes	66	Clostridia	50	Thermoanaerobacterales	21	Thermoanaerobacteraceae	21	Gelria	18	Bacteria;Chloroflexi;SAR202 clade;uncultured deep-sea bacterium	8e-83	61954
1146	0	0	0	1	0	1	0	4	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	4	0	0	1	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	2	0	N	N	Bacteria	100	Actinobacteria	27	Actinobacteria	27	Acidimicrobiales	24	Iamiaceae	20	Iamia	20	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium	7e-102	55999
1147	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	N	N	Bacteria	100	Chloroflexi	48	Dehalococcoidetes	43	Dehalogenimonas	43	Dehalogenimonas	43	Dehalogenimonas	43	Bacteria;Chloroflexi;SAR202 clade;marine metagenome	2e-111	250
1148	0	0	1	0	0	0	0	0	10	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	N	N	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Clostridiales_Incertae Sedis XI	100	Peptoniphilus	100	Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Peptoniphilus;Peptoniphilus sp. RMA 19911	2e-139	80930
1149	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	N	N	Bacteria	100	Verrucomicrobia	86	Opitutae	86	Puniceicoccales	77	Puniceicoccaceae	77	Puniceicoccus	57	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;uncultured bacterium	9e-86	84284
1150	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	N	N	Bacteria	100	Chrysiogenetes	11	Chrysiogenetes	11	Chrysiogenales	11	Chrysiogenaceae	11	Chrysiogenes	11	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	1e-118	88709
1153	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Archaea	44	Euryarchaeota	41	Methanomicrobia	24	Methanosarcinales	18	Methanosarcinaceae	13	Methanosalsum	12	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Deep Sea Hydrothermal Vent Gp 6(DHVEG-6);Candidatus Parvarchaeum;unidentified archaeon	2e-52	19303
1155	0	0	1	0	0	0	3	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	2	0	0	0	0	0	0	1	0	0	0	1	0	N	N	Bacteria	98	Firmicutes	59	Clostridia	47	Thermoanaerobacterales	24	Thermoanaerobacteraceae	20	Gelria	13	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;PAUC34f;uncultured sponge symbiont PAUC34f	2e-68	90976
1156	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	1	0	0	N	N	Bacteria	100	Firmicutes	44	Clostridia	31	Clostridiales	29	Eubacteriaceae	6	Alkalibaculum	5	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	2e-102	44704
1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	100	Sphingobacteria	100	Sphingobacteriales	100	Chitinophagaceae	100	Terrimonas	91	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Terrimonas;uncultured Bacteroidetes bacterium	4e-140	33849
1166	0	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	40	Flavobacteriales	40	Cryomorphaceae	34	Crocinitomix	33	Bacteria;Bacteroidetes;BD2-2;uncultured bacterium	9e-126	98402
1167	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	4	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	99	Proteobacteria	93	Deltaproteobacteria	63	Myxococcales	31	Myxococcaceae	5	Pyxidicoccus	5	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;uncultured delta proteobacterium	4e-131	28956
1168	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Proteobacteria	81	Deltaproteobacteria	62	Desulfarculales	17	Desulfarculaceae	17	Desulfarculus	17	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured bacterium	4e-128	22944
1173	0	0	0	2	0	1	0	4	0	2	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	1	0	2	0	1	0	0	0	0	0	5	0	3	0	1	N	N	Bacteria	100	Actinobacteria	22	Actinobacteria	22	Coriobacteriales	18	Coriobacteriaceae	18	Paraeggerthella	9	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured Gemmatimonadetes bacterium	1e-137	106079
1175	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	99	Gammaproteobacteria	98	Methylococcales	14	Methylococcaceae	14	Methylococcus	8	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;JTB255 marine benthic group;uncultured bacterium	1e-118	22613
1176	0	1	0	2	0	1	0	6	1	1	0	5	3	1	1	0	0	0	1	1	0	1	0	3	1	0	1	6	2	2	0	3	1	0	0	3	0	1	0	2	0	2	0	1	0	0	0	1	0	3	0	0	0	0	0	3	0	2	2	0	N	N	Bacteria	100	Chloroflexi	27	Dehalococcoidetes	24	Dehalogenimonas	24	Dehalogenimonas	24	Dehalogenimonas	24	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexus sp.	5e-109	47578
1177	0	0	0	0	0	3	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	1	1	2	0	0	N	N	Bacteria	99	Chloroflexi	36	Dehalococcoidetes	32	Dehalogenimonas	32	Dehalogenimonas	32	Dehalogenimonas	32	Bacteria;Chloroflexi;SAR202 clade;marine metagenome	7e-102	250
1178	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	10	0	0	0	0	0	1	0	1	0	4	0	0	0	1	1	0	0	8	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	N	N	Bacteria	100	Actinobacteria	90	Actinobacteria	90	Acidimicrobiales	85	Acidimicrobineae_incertae_sedis	56	Aciditerrimonas	56	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured bacterium	5e-112	94706
1180	0	1	1	0	0	0	0	0	0	0	2	2	1	2	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2	0	2	0	N	N	Bacteria	99	Firmicutes	40	Clostridia	38	Clostridiales	31	Peptococcaceae I	13	Desulfitispora	13	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;PAUC34f;uncultured bacterium	7e-102	60644
1181	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	N	N	Bacteria	100	Planctomycetes	96	Phycisphaerae	87	Phycisphaerales	87	Phycisphaeraceae	87	Phycisphaera	87	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;uncultured bacterium	1e-87	51612
1182	1	28	0	46	2	22	2	30	2	22	3	36	1	39	5	47	4	8	1	28	1	5	2	30	3	40	2	33	2	23	1	27	5	2	1	32	6	54	2	49	3	20	1	11	0	10	0	23	4	31	4	108	0	126	0	17	1	18	8	9	N	N	Archaea	60	Euryarchaeota	45	Archaeoglobi	10	Archaeoglobales	10	Archaeoglobaceae	10	Ferroglobus	10	Archaea;Thaumarchaeota;Marine Group I;uncultured marine archaeon	6e-133	8313
1183	0	1	0	0	0	2	0	1	0	0	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	1	N	N	Archaea	87	Crenarchaeota	54	Thermoprotei	54	Fervidicoccales	28	Fervidicoccaceae	28	Fervidicoccus	28	Archaea;Thaumarchaeota;Marine Benthic Group A;uncultured archaeon	8e-83	26097
1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	43	Clostridia	22	Thermoanaerobacterales	8	Thermodesulfobiaceae	8	Thermodesulfobium	8	Bacteria;Planctomycetes;OM190;uncultured bacterium	1e-137	102328
1188	0	2	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	0	0	0	0	2	1	0	2	0	0	0	2	2	0	2	0	4	1	9	1	5	0	0	0	0	0	2	0	1	0	0	0	1	0	2	0	9	0	0	0	1	0	0	N	N	Bacteria	100	Verrucomicrobia	74	Opitutae	74	Puniceicoccales	70	Puniceicoccaceae	70	Puniceicoccus	27	Bacteria;Verrucomicrobia;Opitutae;MB11C04 marine group;uncultured bacterium	3e-135	17455
1189	1	0	0	0	0	1	2	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3	2	0	0	0	0	1	0	0	1	0	0	N	N	Bacteria	100	Proteobacteria	85	Alphaproteobacteria	42	Rhodospirillales	31	Acetobacteraceae	29	Kozakia	15	Bacteria;Proteobacteria;TA18;uncultured delta proteobacterium	5e-81	18280
1190	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	N	N	Bacteria	100	Proteobacteria	83	Deltaproteobacteria	65	Syntrophobacterales	30	Syntrophaceae	27	Desulfobacca	25	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;uncultured bacterium	1e-109	26295
1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	99	Proteobacteria	45	Gammaproteobacteria	27	Thiotrichales	16	Thiotrichales_incertae_sedis	16	Fangia	16	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured bacterium	4e-140	72133
1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	N	N	Bacteria	100	Proteobacteria	97	Gammaproteobacteria	94	Enterobacteriales	33	Enterobacteriaceae	33	Yokenella	14	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;uncultured;bacterium YM01	4e-140	35664
1195	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	2	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	100	Proteobacteria	90	Deltaproteobacteria	48	Myxococcales	20	Kofleriaceae	19	Kofleria	19	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium	1e-106	51784
1196	0	0	0	1	0	1	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	N	N	Bacteria	100	Bacteroidetes	100	Sphingobacteria	98	Sphingobacteriales	98	Flammeovirgaceae	64	Cesiribacter	42	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;uncultured bacterium	1e-106	48479
1197	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	N	N	Bacteria	99	Proteobacteria	84	Deltaproteobacteria	64	Desulfovibrionales	50	Desulfohalobiaceae	20	Desulfonatronospira	12	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured delta proteobacterium	9e-126	18364
1201	0	0	1	2	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	N	N	Bacteria	100	Firmicutes	49	Clostridia	49	Thermoanaerobacterales	16	Thermoanaerobacteraceae	16	Thermanaeromonas	4	Bacteria;Chloroflexi;SAR202 clade;uncultured deep-sea bacterium	3e-67	62233
1203	3	3	0	1	0	1	1	2	1	9	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	N	N	Bacteria	98	Aquificae	23	Aquificae	23	Aquificales	23	Hydrogenothermaceae	21	Hydrogenothermus	10	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium	6e-133	61077
