OTU code	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	SILVA_Taxonomy
1816	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured marine bacterium"
1818	0	4	0	8	1	5	0	10	0	1	0	5	0	4	0	12	0	7	0	1	0	1	0	2	0	9	0	5	0	9	0	4	0	0	0	11	1	27	0	4	0	0	0	2	0	3	0	1	2	1	0	5	0	11	0	2	0	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium"
1819	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Deep Sea Hydrothermal Vent Gp 6(DHVEG-6);Candidatus Parvarchaeum;uncultured archaeon"
1821	1	3	0	7	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	8	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	"Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Deep Sea Hydrothermal Vent Gp 6(DHVEG-6);Candidatus Parvarchaeum;uncultured archaeon"
1822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata;uncultured bacterium"
1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium"
1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured;uncultured proteobacterium"
1825	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetes;Phycisphaerae;062DZ93 hypersaline microbial mat group;uncultured organism"
1826	0	0	0	0	12	10	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured bacterium"
1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	5	0	7	1	0	0	6	0	2	0	28	0	5	0	13	0	4	0	3	0	5	0	3	0	3	0	0	0	1	1	1	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1828	0	0	0	1	0	0	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	0	3	1	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured marine bacterium"
1829	0	0	0	2	0	4	0	4	0	0	0	2	1	4	0	0	0	2	0	0	0	1	0	0	0	4	2	1	0	1	0	2	0	0	0	3	0	12	0	1	0	1	0	1	0	1	0	0	0	0	2	5	0	16	0	1	0	2	0	2	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured SAR406 cluster bacterium"
1830	4	1	0	1	0	0	0	0	2	0	1	0	2	2	4	2	4	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	7	7	5	7	0	3	0	0	0	1	0	1	0	0	0	0	2	0	0	3	0	0	0	1	1	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella violacea DSS12"
1831	0	0	0	1	0	4	0	6	0	0	0	3	0	1	0	7	0	1	0	0	0	5	0	1	0	0	0	3	0	8	0	1	0	0	0	5	0	16	0	1	0	0	0	3	0	6	0	9	0	1	0	2	0	2	0	0	0	1	1	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1832	0	0	0	4	0	2	0	5	0	0	0	1	0	1	0	3	0	1	0	0	0	1	0	1	0	3	0	3	0	5	0	1	0	0	0	7	0	18	0	0	0	1	0	4	0	3	0	1	0	1	0	0	0	7	0	0	0	2	1	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1833	0	0	1	0	0	0	1	0	0	0	0	5	1	3	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	1	1	3	0	0	0	1	2	2	0	0	0	2	0	1	0	2	0	1	1	1	2	0	0	0	0	0	0	3	2	0	"Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;uncultured bacterium"
1834	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	7	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;uncultured bacterium"
1835	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Bacteroidetes;BD2-2;uncultured Bacteroidetes bacterium"
1836	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;NS9 marine group;uncultured bacterium"
1838	0	2	0	2	0	2	0	3	0	0	0	2	0	4	0	4	1	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	0	4	0	2	0	0	0	3	0	3	0	0	0	5	0	4	0	4	0	0	0	1	1	0	"Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium"
1839	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	6	0	1	1	0	1	0	1	2	0	0	2	3	0	1	0	0	1	1	2	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	1	"Bacteria;Acidobacteria;RB25;uncultured bacterium"
1842	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;marine metagenome"
1844	1	2	1	0	1	2	0	6	0	1	0	1	0	6	3	1	3	5	0	0	1	3	1	0	0	1	0	0	0	2	3	3	0	0	3	13	1	16	0	6	0	2	2	1	0	2	0	0	0	2	0	3	0	7	0	0	0	1	0	1	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;uncultured alpha proteobacterium"
1845	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured proteobacterium"
1846	4	12	2	21	1	20	1	16	1	17	0	5	1	15	3	46	8	39	2	46	3	15	1	10	0	3	0	17	1	88	2	22	5	21	7	80	8	66	1	18	0	13	3	42	1	16	0	8	2	17	22	51	1	150	0	10	0	1	2	1	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1851	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Crocinitomix;uncultured bacterium"
1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	15	4	2	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Kangiella;uncultured Kangiella sp."
1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Candidatus Thiobios;uncultured gamma proteobacterium"
1860	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;NS9 marine group;uncultured bacterium"
1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium"
1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;0319-6G20;uncultured bacterium"
1864	2	1	36	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	1	0	2	0	2	0	1	0	1	3	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;Cyclobacterium lianum"
1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Candidate division BRC1;uncultured bacterium"
1871	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;marine metagenome"
1873	0	0	1	0	3	3	3	5	0	0	1	5	1	2	4	1	0	0	0	0	0	0	5	0	0	0	1	0	16	4	1	0	0	6	1	1	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	1	2	4	"Bacteria;Acidobacteria;Acidobacteria;DA023;uncultured bacterium"
1874	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	1	0	0	0	0	2	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;uncultured Rickettsiales bacterium"
1875	0	0	2	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	3	0	3	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Family Incertae Sedis;Caldithrix;uncultured Deferribacteres bacterium"
1876	2	3	0	3	0	4	0	2	0	0	1	2	0	5	0	5	1	1	0	0	0	0	0	2	0	1	0	0	1	3	0	2	3	0	0	5	0	6	0	3	0	0	1	2	0	4	0	1	1	2	3	1	0	2	0	2	0	2	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Bacteria;Cyanobacteria;SubsectionIII;Leptolyngbya;uncultured bacterium"
1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;uncultured;uncultured bacterium"
1879	0	0	0	2	0	8	1	4	0	2	0	0	0	0	1	3	0	1	1	6	0	1	0	2	0	2	1	1	0	1	2	1	0	0	2	3	1	5	0	2	0	2	0	1	0	2	0	0	1	0	1	0	1	0	0	2	0	1	2	1	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
1880	0	2	0	2	0	1	0	5	0	0	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	1	1	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium HF0500_03M05"
1881	0	0	0	1	0	1	0	6	0	2	0	3	0	1	1	3	0	1	0	0	0	1	1	0	0	0	0	1	0	5	0	3	0	0	0	6	0	7	0	4	0	0	0	0	0	3	0	4	0	0	0	1	0	4	0	0	0	3	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
1882	0	0	0	2	0	1	0	6	0	2	0	1	0	1	0	3	0	4	0	0	0	1	2	1	0	0	1	2	0	3	0	0	0	0	1	1	0	1	0	3	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	2	0	4	1	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
1883	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Demequina;uncultured Micrococcineae bacterium"
1884	3	1	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
1885	0	1	0	0	0	5	0	2	0	0	0	2	1	2	1	3	0	1	1	1	0	0	0	1	0	0	1	2	3	2	0	1	0	0	0	0	0	1	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
1886	0	0	0	1	0	3	0	5	0	0	0	5	0	3	1	1	0	0	0	0	0	2	1	3	0	0	0	0	0	5	0	1	0	0	0	3	0	1	0	4	0	0	0	2	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	2	"Bacteria;Chloroflexi;FS118-62B-02;uncultured bacterium"
1887	0	0	0	0	3	0	2	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	2	0	0	4	0	1	0	1	0	2	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	3	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured actinobacterium"
1888	0	0	2	5	1	0	0	0	0	0	5	8	0	2	0	0	0	0	0	0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia glumae"
1890	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	"Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;uncultured bacterium"
1892	0	1	0	1	0	3	0	0	3	4	0	1	0	6	0	2	3	3	1	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	2	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium HF0500_03M05"
1893	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;uncultured organism"
1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;uncultured organism"
1895	0	0	13	5	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;endosymbiont of Sphenophorus levis"
1896	0	0	1	0	0	4	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	5	1	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured deep-sea bacterium"
1897	0	2	0	4	0	3	0	6	0	2	0	0	0	0	0	2	0	4	0	1	0	0	0	3	0	1	0	3	0	4	0	0	0	0	0	11	1	5	0	2	0	0	0	2	1	2	0	0	0	1	0	0	0	4	0	0	0	1	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1898	0	20	1	17	0	12	0	11	0	4	0	16	0	7	0	12	0	7	0	6	0	5	0	9	0	9	0	13	0	8	0	12	0	4	0	42	0	49	0	6	0	5	0	12	0	1	0	1	0	10	4	12	0	86	0	3	2	3	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1899	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;uncultured Coxiella sp."
1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured planctomycete"
1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured planctomycete"
1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;uncultured;uncultured proteobacterium"
1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Scalindua;uncultured Planctomycetales bacterium"
1905	4	0	2	0	1	2	1	0	4	0	0	0	2	0	0	0	2	0	2	0	0	0	1	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;PAUC26f;uncultured Acidobacterium sp."
1906	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OCS155 marine group;uncultured bacterium"
1907	0	1	0	7	0	9	0	9	0	3	0	13	0	7	1	14	1	6	0	4	0	4	0	2	0	3	0	10	0	8	0	4	0	1	2	16	0	32	0	16	0	2	0	3	0	0	0	0	0	0	1	7	0	32	0	5	0	1	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1908	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);uncultured crenarchaeote"
1914	0	0	7	0	1	0	1	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;uncultured bacterium"
1915	0	0	2	1	0	1	3	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	1	0	0	"Bacteria;Planctomycetes;Phycisphaerae;SHA-43;uncultured deep-sea bacterium"
1916	6	0	2	1	6	1	2	9	3	0	11	0	8	11	22	1	7	1	2	1	2	4	9	0	5	1	7	1	3	6	8	0	3	0	7	6	18	20	0	1	0	2	3	4	4	6	3	1	3	3	21	6	0	16	1	2	1	0	5	4	"Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1;uncultured bacterium"
1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Verrucomicrobiae bacterium pACH90"
1921	5	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	3	1	0	1	4	1	1	0	0	0	0	3	3	0	0	0	0	0	2	4	1	0	6	0	0	0	1	0	0	"Bacteria;Planctomycetes;BD7-11;uncultured bacterium"
1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	3	0	1	0	0	2	2	5	1	0	3	0	0	0	8	1	1	1	2	0	1	9	0	0	7	0	0	2	1	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
1923	0	3	0	11	0	7	0	9	0	9	0	9	0	11	1	7	0	22	0	6	0	3	0	4	0	2	0	9	0	9	0	5	0	0	0	46	0	16	0	6	0	3	0	8	0	7	0	4	0	12	0	8	0	20	0	0	0	2	1	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured SAR406 cluster bacterium HF4000_22B16"
1924	1	0	1	1	0	1	0	0	1	0	0	0	2	1	1	2	6	1	3	0	0	0	3	5	0	0	0	0	1	1	0	0	1	0	2	1	1	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Bacteria;Proteobacteria;TA18;uncultured delta proteobacterium"
1928	2	0	5	0	0	0	0	1	0	0	1	0	2	1	3	1	0	0	1	0	2	0	1	0	0	0	2	0	2	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	"Bacteria;Cyanobacteria;SubsectionIII;uncultured cyanobacterium"
1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured Flavobacteria bacterium"
